형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
살팍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
삼라,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
상명,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
상적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
새금,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
서글,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
선득,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
선뜩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
선재,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
설면,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
설상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
설핏,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
소곤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
소들,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
소명,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
소백,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
솔곳,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쇠쇠,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쇠잔,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
수꿀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
숙엄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
순명,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
순수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
순후,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
슬금,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
슬밋,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시퉁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
신섬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
신이,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
실랄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
실직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
심산,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
심중,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싸리,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싸아,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌀랑,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌀벌,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌉살,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
썰썰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씁슬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨식,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨언,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씽씽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아쌀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아아,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아옹,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
안연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
암암,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
땃땃,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
또렸,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
똥똥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜨직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜻뜻,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
띨띨,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
만강,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
만안,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
만하,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
망쇄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
매카,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
매큼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
맵쌀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
맵자,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
맹력,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
머츰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
멀정,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
메슥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
멸시,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
명량,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
명미,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
명현,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
모던,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몰롱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몽글,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몽연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무강,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무공,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무시,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무위,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무작,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무치,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무화,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물풍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뭉긋,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뭉떵,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뭉뚱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뭉텅,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미온,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미편,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
민구,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
밀밀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
밀접,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
밉광,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
밉살,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
바룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
방방,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
배릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
번열,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
번추,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
법상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
벤벤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보송,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부성,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부윰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부잡,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
분연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불결,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불경,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불급,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
근밀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
근질,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
글썽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
긁적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
급진,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
긍긍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
기인,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
긴축,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까끌,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까닥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까리,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까뭇,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
깜직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
깨름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꺼분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꺽실,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꼬깃,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꾸적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
끌밋,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
끽긴,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
나박,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낙낙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낙천,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
날씨,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
남루,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
남직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
납딱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낭창,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
내만,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
내밀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
냉습,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
냉연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
너털,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
널죽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
널직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누열,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
느른,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늘비,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늘쩡,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늠른,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늠연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
능글,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
닉닉,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다망,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다북,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다스,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
단적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
담지,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
당도,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
더덜,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
더듬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
더풀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
덴겁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
도고,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
독랄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
독살,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
돌연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
돌올,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
두근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
둔마,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
든직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
듬성,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
등안,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
따라,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
망,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
멍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
벙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
별,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뻥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
성,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
션,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
속,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
숱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싸,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
억,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
저,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
접,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
제,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
참,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
친,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
탄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
토,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
협,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가강,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가뿟,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가역,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
각삭,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
간당,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
간신,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
간요,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강격,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강박,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강열,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
강포,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개뿐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
걀쭉,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거뿟,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거칠,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
건강,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
겁나,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
경함,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
경홀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고담,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고등,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고원,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
곧곧,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
골돌,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
공막,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
광달,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
광장,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
괘심,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
괴퍅,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
굉걸,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구애,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
군잡,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
굳굳,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
굴직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
균일,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그득,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그뜬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
극가,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
극난,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
극대,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
극밀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
