형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
장황,XR,122,0.00%,80,0,3,0.00%,2,0,125,0.00%,82,0
적합,XR,120,0.00%,35,0,4,0.00%,4,0,124,0.00%,39,0
납작,XR,120,0.00%,72,0,4,0.00%,4,0,124,0.00%,76,0
산만,XR,115,0.00%,65,0,9,0.00%,6,0,124,0.00%,71,0
번거,XR,123,0.00%,80,0,1,0.00%,1,0,124,0.00%,81,0
무뚝뚝,XR,119,0.00%,74,0,4,0.00%,2,0,123,0.00%,76,0
애절,XR,122,0.00%,73,0,0,0.00%,0,0,122,0.00%,73,0
자욱,XR,122,0.00%,74,0,0,0.00%,0,0,122,0.00%,74,0
조속,XR,121,0.00%,55,0,0,0.00%,0,0,121,0.00%,55,0
진솔,XR,121,0.00%,59,0,0,0.00%,0,0,121,0.00%,59,0
불리,XR,120,0.00%,29,0,1,0.00%,1,0,121,0.00%,30,0
얄팍,XR,120,0.00%,83,0,1,0.00%,1,0,121,0.00%,84,0
암담,XR,118,0.00%,84,0,3,0.00%,1,0,121,0.00%,85,0
뻣뻣,XR,116,0.00%,67,0,4,0.00%,4,0,120,0.00%,71,0
판이,XR,120,0.00%,87,0,0,0.00%,0,0,120,0.00%,87,0
고소,XR,115,0.00%,60,0,4,0.00%,3,0,119,0.00%,63,0
막중,XR,119,0.00%,78,0,0,0.00%,0,0,119,0.00%,78,0
담백,XR,114,0.00%,60,0,3,0.00%,2,0,117,0.00%,62,0
아련,XR,117,0.00%,65,0,0,0.00%,0,0,117,0.00%,65,0
석연,XR,116,0.00%,67,0,0,0.00%,0,0,116,0.00%,67,0
무색,XR,116,0.00%,91,0,0,0.00%,0,0,116,0.00%,91,0
신령,XR,116,0.00%,13,0,0,0.00%,0,0,116,0.00%,13,0
시시,XR,114,0.00%,59,0,2,0.00%,1,0,116,0.00%,60,0
오묘,XR,114,0.00%,64,0,0,0.00%,0,0,114,0.00%,64,0
훈훈,XR,111,0.00%,82,0,3,0.00%,1,0,114,0.00%,83,0
의미심장,XR,108,0.00%,69,0,3,0.00%,2,0,111,0.00%,71,0
말끔,XR,111,0.00%,73,0,0,0.00%,0,0,111,0.00%,73,0
온화,XR,109,0.00%,70,0,2,0.00%,1,0,111,0.00%,71,0
온당,XR,110,0.00%,61,0,1,0.00%,1,0,111,0.00%,62,0
후련,XR,110,0.00%,73,0,0,0.00%,0,0,110,0.00%,73,0
침울,XR,110,0.00%,61,0,0,0.00%,0,0,110,0.00%,61,0
어정쩡,XR,108,0.00%,72,0,1,0.00%,1,0,109,0.00%,73,0
신랄,XR,108,0.00%,73,0,1,0.00%,1,0,109,0.00%,74,0
분분,XR,109,0.00%,84,0,0,0.00%,0,0,109,0.00%,84,0
공손,XR,107,0.00%,61,0,1,0.00%,1,0,108,0.00%,62,0
냉철,XR,106,0.00%,67,0,2,0.00%,2,0,108,0.00%,69,0
깊숙,XR,105,0.00%,75,0,2,0.00%,2,0,107,0.00%,77,0
날렵,XR,106,0.00%,59,0,1,0.00%,1,0,107,0.00%,60,0
촉촉,XR,104,0.00%,51,0,2,0.00%,1,0,106,0.00%,52,0
유창,XR,105,0.00%,65,0,1,0.00%,1,0,106,0.00%,66,0
개운,XR,104,0.00%,72,0,2,0.00%,2,0,106,0.00%,74,0
아담,XR,106,0.00%,78,0,0,0.00%,0,0,106,0.00%,78,0
이만,XR,96,0.00%,68,0,10,0.00%,9,0,106,0.00%,77,0
잡다,XR,100,0.00%,67,0,5,0.00%,4,0,105,0.00%,71,0
치사,XR,93,0.00%,54,0,12,0.00%,9,0,105,0.00%,63,0
심오,XR,102,0.00%,55,0,2,0.00%,2,0,104,0.00%,57,0
한산,XR,102,0.00%,59,0,1,0.00%,1,0,103,0.00%,60,0
각박,XR,101,0.00%,67,0,2,0.00%,2,0,103,0.00%,69,0
해괴,XR,103,0.00%,53,0,0,0.00%,0,0,103,0.00%,53,0
투박,XR,101,0.00%,68,0,1,0.00%,1,0,102,0.00%,69,0
민첩,XR,100,0.00%,61,0,2,0.00%,2,0,102,0.00%,63,0
육중,XR,101,0.00%,64,0,1,0.00%,1,0,102,0.00%,65,0
변변,XR,100,0.00%,70,0,1,0.00%,1,0,101,0.00%,71,0
우람,XR,100,0.00%,59,0,0,0.00%,0,0,100,0.00%,59,0
중대,XR,100,0.00%,33,0,0,0.00%,0,0,100,0.00%,33,0
완고,XR,99,0.00%,64,0,0,0.00%,0,0,99,0.00%,64,0
굵직,XR,98,0.00%,75,0,1,0.00%,1,0,99,0.00%,76,0
국제,XR,99,0.00%,3,0,0,0.00%,0,0,99,0.00%,3,0
소심,XR,86,0.00%,50,0,13,0.00%,9,0,99,0.00%,59,0
평평,XR,94,0.00%,53,0,4,0.00%,3,0,98,0.00%,56,0
갑갑,XR,98,0.00%,63,0,0,0.00%,0,0,98,0.00%,63,0
당돌,XR,96,0.00%,58,0,2,0.00%,2,0,98,0.00%,60,0
당당,XR,85,0.00%,34,0,13,0.00%,7,0,98,0.00%,41,0
늘씬,XR,96,0.00%,58,0,1,0.00%,1,0,97,0.00%,59,0
우수,XR,91,0.00%,46,0,6,0.00%,2,0,97,0.00%,48,0
유구,XR,94,0.00%,44,0,2,0.00%,1,0,96,0.00%,45,0
용,XR,95,0.00%,52,0,1,0.00%,1,0,96,0.00%,53,0
미진,XR,96,0.00%,62,0,0,0.00%,0,0,96,0.00%,62,0
순탄,XR,95,0.00%,75,0,1,0.00%,1,0,96,0.00%,76,0
빽빽,XR,94,0.00%,65,0,1,0.00%,1,0,95,0.00%,66,0
널찍,XR,95,0.00%,58,0,0,0.00%,0,0,95,0.00%,58,0
선명,XR,95,0.00%,36,0,0,0.00%,0,0,95,0.00%,36,0
의연,XR,93,0.00%,65,0,1,0.00%,1,0,94,0.00%,66,0
매끈,XR,94,0.00%,58,0,0,0.00%,0,0,94,0.00%,58,0
음울,XR,94,0.00%,52,0,0,0.00%,0,0,94,0.00%,52,0
합리,XR,93,0.00%,22,0,0,0.00%,0,0,93,0.00%,22,0
척박,XR,93,0.00%,65,0,0,0.00%,0,0,93,0.00%,65,0
근엄,XR,88,0.00%,66,0,5,0.00%,2,0,93,0.00%,68,0
면밀,XR,91,0.00%,74,0,2,0.00%,2,0,93,0.00%,76,0
상큼,XR,92,0.00%,49,0,1,0.00%,1,0,93,0.00%,50,0
노련,XR,90,0.00%,65,0,2,0.00%,2,0,92,0.00%,67,0
건전,XR,85,0.00%,31,0,7,0.00%,4,0,92,0.00%,35,0
강경,XR,92,0.00%,64,0,0,0.00%,0,0,92,0.00%,64,0
빠듯,XR,87,0.00%,62,0,4,0.00%,2,0,91,0.00%,64,0
푸근,XR,90,0.00%,54,0,1,0.00%,1,0,91,0.00%,55,0
풍족,XR,90,0.00%,64,0,0,0.00%,0,0,90,0.00%,64,0
가련,XR,89,0.00%,63,0,1,0.00%,1,0,90,0.00%,64,0
괘씸,XR,85,0.00%,60,0,5,0.00%,3,0,90,0.00%,63,0
조잡,XR,90,0.00%,62,0,0,0.00%,0,0,90,0.00%,62,0
시들,XR,88,0.00%,65,0,1,0.00%,1,0,89,0.00%,66,0
세련,XR,89,0.00%,37,0,0,0.00%,0,0,89,0.00%,37,0
협소,XR,87,0.00%,56,0,1,0.00%,1,0,88,0.00%,57,0
간곡,XR,88,0.00%,69,0,0,0.00%,0,0,88,0.00%,69,0
성대,XR,88,0.00%,50,0,0,0.00%,0,0,88,0.00%,50,0
헐렁,XR,87,0.00%,44,0,0,0.00%,0,0,87,0.00%,44,0
누추,XR,86,0.00%,56,0,1,0.00%,1,0,87,0.00%,57,0
자잘,XR,86,0.00%,52,0,1,0.00%,1,0,87,0.00%,53,0
활달,XR,86,0.00%,53,0,1,0.00%,1,0,87,0.00%,54,0
벙벙,XR,86,0.00%,51,0,0,0.00%,0,0,86,0.00%,51,0
적대,XR,86,0.00%,20,0,0,0.00%,0,0,86,0.00%,20,0
완연,XR,85,0.00%,59,0,0,0.00%,0,0,85,0.00%,59,0
늠름,XR,85,0.00%,53,0,0,0.00%,0,0,85,0.00%,53,0
스산,XR,85,0.00%,47,0,0,0.00%,0,0,85,0.00%,47,0
숙연,XR,85,0.00%,65,0,0,0.00%,0,0,85,0.00%,65,0
얼떨떨,XR,82,0.00%,49,0,2,0.00%,1,0,84,0.00%,50,0
어엿,XR,84,0.00%,61,0,0,0.00%,0,0,84,0.00%,61,0
확연,XR,79,0.00%,60,0,5,0.00%,5,0,84,0.00%,65,0
자신만만,XR,82,0.00%,58,0,1,0.00%,1,0,83,0.00%,59,0
어두컴컴,XR,83,0.00%,43,0,0,0.00%,0,0,83,0.00%,43,0
갸름,XR,82,0.00%,43,0,1,0.00%,1,0,83,0.00%,44,0
연연,XR,78,0.00%,60,0,5,0.00%,4,0,83,0.00%,64,0
공명,XR,83,0.00%,31,0,0,0.00%,0,0,83,0.00%,31,0
쾌활,XR,83,0.00%,52,0,0,0.00%,0,0,83,0.00%,52,0
고지식,XR,80,0.00%,43,0,2,0.00%,2,0,82,0.00%,45,0
방만,XR,82,0.00%,51,0,0,0.00%,0,0,82,0.00%,51,0
경박,XR,81,0.00%,46,0,1,0.00%,1,0,82,0.00%,47,0
건장,XR,81,0.00%,61,0,1,0.00%,1,0,82,0.00%,62,0
꼿꼿,XR,80,0.00%,49,0,2,0.00%,1,0,82,0.00%,50,0
따분,XR,81,0.00%,56,0,0,0.00%,0,0,81,0.00%,56,0
자질구레,XR,81,0.00%,57,0,0,0.00%,0,0,81,0.00%,57,0
초췌,XR,74,0.00%,51,0,6,0.00%,2,0,80,0.00%,53,0
경미,XR,78,0.00%,35,0,2,0.00%,1,0,80,0.00%,36,0
부당,XR,79,0.00%,27,0,1,0.00%,1,0,80,0.00%,28,0
왕성,XR,80,0.00%,31,0,0,0.00%,0,0,80,0.00%,31,0
기특,XR,79,0.00%,60,0,0,0.00%,0,0,79,0.00%,60,0
머쓱,XR,79,0.00%,56,0,0,0.00%,0,0,79,0.00%,56,0
미안,XR,78,0.00%,21,0,0,0.00%,0,0,78,0.00%,21,0
미지근,XR,78,0.00%,53,0,0,0.00%,0,0,78,0.00%,53,0
수두룩,XR,76,0.00%,55,0,1,0.00%,1,0,77,0.00%,56,0
건실,XR,77,0.00%,57,0,0,0.00%,0,0,77,0.00%,57,0
공연,XR,77,0.00%,49,0,0,0.00%,0,0,77,0.00%,49,0
밋밋,XR,75,0.00%,54,0,2,0.00%,1,0,77,0.00%,55,0
어렴풋,XR,75,0.00%,55,0,1,0.00%,1,0,76,0.00%,56,0
길쭉,XR,75,0.00%,46,0,1,0.00%,1,0,76,0.00%,47,0
도도,XR,75,0.00%,50,0,1,0.00%,1,0,76,0.00%,51,0
향긋,XR,76,0.00%,51,0,0,0.00%,0,0,76,0.00%,51,0
구태의연,XR,75,0.00%,60,0,0,0.00%,0,0,75,0.00%,60,0
항구,XR,75,0.00%,38,0,0,0.00%,0,0,75,0.00%,38,0
뜸,XR,75,0.00%,54,0,0,0.00%,0,0,75,0.00%,54,0
초연,XR,75,0.00%,52,0,0,0.00%,0,0,75,0.00%,52,0
정갈,XR,74,0.00%,43,0,1,0.00%,1,0,75,0.00%,44,0
호젓,XR,75,0.00%,52,0,0,0.00%,0,0,75,0.00%,52,0
허구,XR,74,0.00%,35,0,0,0.00%,0,0,74,0.00%,35,0
수려,XR,74,0.00%,43,0,0,0.00%,0,0,74,0.00%,43,0
솔깃,XR,72,0.00%,50,0,2,0.00%,2,0,74,0.00%,52,0
준엄,XR,74,0.00%,51,0,0,0.00%,0,0,74,0.00%,51,0
연소,XR,73,0.00%,36,0,0,0.00%,0,0,73,0.00%,36,0
이러저러,XR,72,0.00%,45,0,0,0.00%,0,0,72,0.00%,45,0
시큰둥,XR,70,0.00%,50,0,2,0.00%,2,0,72,0.00%,52,0
침침,XR,72,0.00%,53,0,0,0.00%,0,0,72,0.00%,53,0
꿋꿋,XR,71,0.00%,54,0,1,0.00%,1,0,72,0.00%,55,0
정결,XR,72,0.00%,37,0,0,0.00%,0,0,72,0.00%,37,0
번듯,XR,72,0.00%,52,0,0,0.00%,0,0,72,0.00%,52,0
단아,XR,72,0.00%,35,0,0,0.00%,0,0,72,0.00%,35,0
캄캄,XR,70,0.00%,28,0,2,0.00%,2,0,72,0.00%,30,0
불온,XR,71,0.00%,39,0,0,0.00%,0,0,71,0.00%,39,0
시무룩,XR,70,0.00%,48,0,0,0.00%,0,0,70,0.00%,48,0
짭짤,XR,70,0.00%,42,0,0,0.00%,0,0,70,0.00%,42,0
빳빳,XR,69,0.00%,43,0,1,0.00%,1,0,70,0.00%,44,0
비열,XR,69,0.00%,50,0,1,0.00%,1,0,70,0.00%,51,0
지긋,XR,69,0.00%,45,0,1,0.00%,1,0,70,0.00%,46,0
꺼림칙,XR,69,0.00%,54,0,0,0.00%,0,0,69,0.00%,54,0
음탕,XR,69,0.00%,34,0,0,0.00%,0,0,69,0.00%,34,0
영악,XR,65,0.00%,43,0,4,0.00%,2,0,69,0.00%,45,0
야비,XR,66,0.00%,43,0,3,0.00%,1,0,69,0.00%,44,0
냉랭,XR,69,0.00%,53,0,0,0.00%,0,0,69,0.00%,53,0
생경,XR,69,0.00%,40,0,0,0.00%,0,0,69,0.00%,40,0
노골,XR,66,0.00%,24,0,3,0.00%,2,0,69,0.00%,26,0
따사,XR,69,0.00%,49,0,0,0.00%,0,0,69,0.00%,49,0
비범,XR,67,0.00%,45,0,2,0.00%,1,0,69,0.00%,46,0
찜찜,XR,67,0.00%,46,0,1,0.00%,1,0,68,0.00%,47,0
과중,XR,68,0.00%,56,0,0,0.00%,0,0,68,0.00%,56,0
대범,XR,68,0.00%,49,0,0,0.00%,0,0,68,0.00%,49,0
어눌,XR,57,0.00%,41,0,11,0.00%,4,0,68,0.00%,45,0
흥미진진,XR,61,0.00%,43,0,6,0.00%,2,0,67,0.00%,45,0
탐탁,XR,66,0.00%,51,0,1,0.00%,1,0,67,0.00%,52,0
어둑,XR,67,0.00%,38,0,0,0.00%,0,0,67,0.00%,38,0
요원,XR,67,0.00%,60,0,0,0.00%,0,0,67,0.00%,60,0
송구,XR,67,0.00%,45,0,0,0.00%,0,0,67,0.00%,45,0
영롱,XR,67,0.00%,48,0,0,0.00%,0,0,67,0.00%,48,0
어지간,XR,66,0.00%,39,0,0,0.00%,0,0,66,0.00%,39,0
요긴,XR,66,0.00%,50,0,0,0.00%,0,0,66,0.00%,50,0
조촐,XR,66,0.00%,52,0,0,0.00%,0,0,66,0.00%,52,0
절절,XR,63,0.00%,45,0,3,0.00%,1,0,66,0.00%,46,0
깜찍,XR,62,0.00%,32,0,3,0.00%,3,0,65,0.00%,35,0
푸르스름,XR,64,0.00%,35,0,0,0.00%,0,0,64,0.00%,35,0
세세,XR,57,0.00%,44,0,7,0.00%,4,0,64,0.00%,48,0
절친,XR,62,0.00%,47,0,2,0.00%,2,0,64,0.00%,49,0
이러이러,XR,40,0.00%,25,0,23,0.00%,17,0,63,0.00%,42,0
풍만,XR,63,0.00%,33,0,0,0.00%,0,0,63,0.00%,33,0
낭자,XR,63,0.00%,30,0,0,0.00%,0,0,63,0.00%,30,0
유용,XR,59,0.00%,19,0,4,0.00%,3,0,63,0.00%,22,0
칙칙,XR,63,0.00%,36,0,0,0.00%,0,0,63,0.00%,36,0
쟁쟁,XR,62,0.00%,48,0,0,0.00%,0,0,62,0.00%,48,0
기민,XR,62,0.00%,40,0,0,0.00%,0,0,62,0.00%,40,0
대담,XR,54,0.00%,17,0,8,0.00%,2,0,62,0.00%,19,0
수수,XR,62,0.00%,46,0,0,0.00%,0,0,62,0.00%,46,0
심드렁,XR,60,0.00%,39,0,1,0.00%,1,0,61,0.00%,40,0
진귀,XR,61,0.00%,32,0,0,0.00%,0,0,61,0.00%,32,0
얼얼,XR,61,0.00%,45,0,0,0.00%,0,0,61,0.00%,45,0
말쑥,XR,59,0.00%,35,0,2,0.00%,2,0,61,0.00%,37,0
음침,XR,61,0.00%,34,0,0,0.00%,0,0,61,0.00%,34,0
삐딱,XR,58,0.00%,38,0,3,0.00%,3,0,61,0.00%,41,0
옹색,XR,61,0.00%,38,0,0,0.00%,0,0,61,0.00%,38,0
추잡,XR,59,0.00%,34,0,1,0.00%,1,0,60,0.00%,35,0
뻐근,XR,60,0.00%,37,0,0,0.00%,0,0,60,0.00%,37,0
장대,XR,60,0.00%,45,0,0,0.00%,0,0,60,0.00%,45,0
풋풋,XR,57,0.00%,40,0,2,0.00%,2,0,59,0.00%,42,0
훤칠,XR,57,0.00%,37,0,2,0.00%,1,0,59,0.00%,38,0
결연,XR,59,0.00%,40,0,0,0.00%,0,0,59,0.00%,40,0
냉엄,XR,59,0.00%,48,0,0,0.00%,0,0,59,0.00%,48,0
뻔,XR,58,0.00%,32,0,1,0.00%,1,0,59,0.00%,33,0
비릿,XR,59,0.00%,35,0,0,0.00%,0,0,59,0.00%,35,0
인자,XR,58,0.00%,42,0,0,0.00%,0,0,58,0.00%,42,0
유력,XR,57,0.00%,19,0,1,0.00%,1,0,58,0.00%,20,0
방자,XR,58,0.00%,40,0,0,0.00%,0,0,58,0.00%,40,0
가혹,XR,58,0.00%,30,0,0,0.00%,0,0,58,0.00%,30,0
다정,XR,52,0.00%,22,0,6,0.00%,2,0,58,0.00%,24,0
돈독,XR,58,0.00%,46,0,0,0.00%,0,0,58,0.00%,46,0
괴이,XR,57,0.00%,38,0,1,0.00%,1,0,58,0.00%,39,0
선연,XR,58,0.00%,34,0,0,0.00%,0,0,58,0.00%,34,0
야트막,XR,57,0.00%,40,0,0,0.00%,0,0,57,0.00%,40,0
엇비슷,XR,56,0.00%,44,0,1,0.00%,1,0,57,0.00%,45,0
화창,XR,57,0.00%,41,0,0,0.00%,0,0,57,0.00%,41,0
애잔,XR,56,0.00%,38,0,1,0.00%,1,0,57,0.00%,39,0
서먹,XR,56,0.00%,37,0,1,0.00%,1,0,57,0.00%,38,0
고고,XR,55,0.00%,35,0,2,0.00%,1,0,57,0.00%,36,0
매캐,XR,56,0.00%,40,0,1,0.00%,1,0,57,0.00%,41,0
굳건,XR,56,0.00%,44,0,1,0.00%,1,0,57,0.00%,45,0
가공,XR,57,0.00%,44,0,0,0.00%,0,0,57,0.00%,44,0
갸륵,XR,56,0.00%,42,0,1,0.00%,1,0,57,0.00%,43,0
매정,XR,57,0.00%,42,0,0,0.00%,0,0,57,0.00%,42,0
아리송,XR,54,0.00%,40,0,2,0.00%,2,0,56,0.00%,42,0
취약,XR,56,0.00%,18,0,0,0.00%,0,0,56,0.00%,18,0
덤덤,XR,56,0.00%,38,0,0,0.00%,0,0,56,0.00%,38,0
온순,XR,56,0.00%,37,0,0,0.00%,0,0,56,0.00%,37,0
심란,XR,53,0.00%,29,0,3,0.00%,1,0,56,0.00%,30,0
조악,XR,56,0.00%,37,0,0,0.00%,0,0,56,0.00%,37,0
장중,XR,55,0.00%,35,0,0,0.00%,0,0,55,0.00%,35,0
농후,XR,55,0.00%,39,0,0,0.00%,0,0,55,0.00%,39,0
넓적,XR,54,0.00%,41,0,1,0.00%,1,0,55,0.00%,42,0
울적,XR,54,0.00%,42,0,1,0.00%,1,0,55,0.00%,43,0
해박,XR,53,0.00%,41,0,1,0.00%,1,0,54,0.00%,42,0
둔탁,XR,54,0.00%,34,0,0,0.00%,0,0,54,0.00%,34,0
무참,XR,54,0.00%,43,0,0,0.00%,0,0,54,0.00%,43,0
무고,XR,54,0.00%,35,0,0,0.00%,0,0,54,0.00%,35,0
까무잡잡,XR,52,0.00%,15,0,1,0.00%,1,0,53,0.00%,16,0
무지막지,XR,52,0.00%,35,0,1,0.00%,1,0,53,0.00%,36,0
촘촘,XR,53,0.00%,39,0,0,0.00%,0,0,53,0.00%,39,0
원숙,XR,53,0.00%,36,0,0,0.00%,0,0,53,0.00%,36,0
극진,XR,53,0.00%,41,0,0,0.00%,0,0,53,0.00%,41,0
부단,XR,53,0.00%,44,0,0,0.00%,0,0,53,0.00%,44,0
느끼,XR,20,0.00%,17,0,33,0.00%,12,0,53,0.00%,29,0
능통,XR,53,0.00%,37,0,0,0.00%,0,0,53,0.00%,37,0
등한,XR,53,0.00%,44,0,0,0.00%,0,0,53,0.00%,44,0
쉬쉬,XR,53,0.00%,46,0,0,0.00%,0,0,53,0.00%,46,0
호탕,XR,52,0.00%,39,0,0,0.00%,0,0,52,0.00%,39,0
휘황,XR,52,0.00%,36,0,0,0.00%,0,0,52,0.00%,36,0
단란,XR,52,0.00%,39,0,0,0.00%,0,0,52,0.00%,39,0
음험,XR,52,0.00%,27,0,0,0.00%,0,0,52,0.00%,27,0
삼엄,XR,52,0.00%,38,0,0,0.00%,0,0,52,0.00%,38,0
파다,XR,50,0.00%,35,0,2,0.00%,1,0,52,0.00%,36,0
황당무계,XR,51,0.00%,34,0,0,0.00%,0,0,51,0.00%,34,0
흉흉,XR,51,0.00%,38,0,0,0.00%,0,0,51,0.00%,38,0
퀴퀴,XR,51,0.00%,37,0,0,0.00%,0,0,51,0.00%,37,0
강직,XR,51,0.00%,34,0,0,0.00%,0,0,51,0.00%,34,0
으슥,XR,48,0.00%,40,0,3,0.00%,2,0,51,0.00%,42,0
소상,XR,49,0.00%,41,0,2,0.00%,1,0,51,0.00%,42,0
격,XR,51,0.00%,39,0,0,0.00%,0,0,51,0.00%,39,0
저돌,XR,50,0.00%,34,0,1,0.00%,1,0,51,0.00%,35,0
잔인,XR,45,0.00%,26,0,5,0.00%,3,0,50,0.00%,29,0
음습,XR,50,0.00%,35,0,0,0.00%,0,0,50,0.00%,35,0
뚱뚱,XR,33,0.00%,19,0,17,0.00%,8,0,50,0.00%,27,0
말짱,XR,48,0.00%,39,1,2,0.00%,2,0,50,0.00%,41,1
빡빡,XR,44,0.00%,31,0,6,0.00%,6,0,50,0.00%,37,0
큼지막,XR,49,0.00%,30,0,0,0.00%,0,0,49,0.00%,30,0
괴상,XR,49,0.00%,32,0,0,0.00%,0,0,49,0.00%,32,0
흥건,XR,49,0.00%,32,0,0,0.00%,0,0,49,0.00%,32,0
푹신,XR,49,0.00%,38,0,0,0.00%,0,0,49,0.00%,38,0
원대,XR,47,0.00%,37,0,1,0.00%,1,0,48,0.00%,38,0
가당,XR,47,0.00%,31,0,1,0.00%,1,0,48,0.00%,32,0
구구,XR,48,0.00%,40,0,0,0.00%,0,0,48,0.00%,40,0
고즈넉,XR,46,0.00%,34,0,1,0.00%,1,0,47,0.00%,35,0
꾀죄죄,XR,47,0.00%,36,0,0,0.00%,0,0,47,0.00%,36,0
반반,XR,43,0.00%,31,0,4,0.00%,1,0,47,0.00%,32,0
깐깐,XR,37,0.00%,33,0,10,0.00%,4,0,47,0.00%,37,0
눅눅,XR,46,0.00%,32,0,1,0.00%,1,0,47,0.00%,33,0
독실,XR,46,0.00%,40,0,1,0.00%,1,0,47,0.00%,41,0
기구,XR,47,0.00%,36,0,0,0.00%,0,0,47,0.00%,36,0
망측,XR,47,0.00%,22,0,0,0.00%,0,0,47,0.00%,22,0
처연,XR,46,0.00%,31,0,0,0.00%,0,0,46,0.00%,31,0
이슥,XR,46,0.00%,31,0,0,0.00%,0,0,46,0.00%,31,0
위독,XR,45,0.00%,35,0,1,0.00%,1,0,46,0.00%,36,0
격심,XR,46,0.00%,39,0,0,0.00%,0,0,46,0.00%,39,0
선량,XR,46,0.00%,22,0,0,0.00%,0,0,46,0.00%,22,0
선선,XR,46,0.00%,32,0,0,0.00%,0,0,46,0.00%,32,0
미끈,XR,45,0.00%,34,0,1,0.00%,1,0,46,0.00%,35,0
수척,XR,46,0.00%,39,0,0,0.00%,0,0,46,0.00%,39,0
서먹서먹,XR,45,0.00%,33,0,0,0.00%,0,0,45,0.00%,33,0
험준,XR,45,0.00%,29,0,0,0.00%,0,0,45,0.00%,29,0
황홀,XR,44,0.00%,20,0,1,0.00%,1,0,45,0.00%,21,0
질펀,XR,45,0.00%,31,0,0,0.00%,0,0,45,0.00%,31,0
자자,XR,44,0.00%,36,0,1,0.00%,1,0,45,0.00%,37,0
낭랑,XR,45,0.00%,32,0,0,0.00%,0,0,45,0.00%,32,0
싹싹,XR,40,0.00%,25,0,5,0.00%,4,0,45,0.00%,29,0
맹랑,XR,45,0.00%,31,0,0,0.00%,0,0,45,0.00%,31,0
명석,XR,45,0.00%,35,0,0,0.00%,0,0,45,0.00%,35,0
꼼꼼,XR,31,0.00%,11,0,14,0.00%,4,0,45,0.00%,15,0
시큰,XR,45,0.00%,27,0,0,0.00%,0,0,45,0.00%,27,0
야박,XR,43,0.00%,30,0,1,0.00%,1,0,44,0.00%,31,0
듬직,XR,43,0.00%,39,0,1,0.00%,1,0,44,0.00%,40,0
고매,XR,43,0.00%,31,0,1,0.00%,1,0,44,0.00%,32,0
걸쭉,XR,43,0.00%,32,0,1,0.00%,1,0,44,0.00%,33,0
가뿐,XR,41,0.00%,37,0,3,0.00%,3,0,44,0.00%,40,0
일목요연,XR,43,0.00%,33,0,0,0.00%,0,0,43,0.00%,33,0
과분,XR,42,0.00%,36,0,1,0.00%,1,0,43,0.00%,37,0
유익,XR,43,0.00%,24,0,0,0.00%,0,0,43,0.00%,24,0
후줄근,XR,43,0.00%,34,0,0,0.00%,0,0,43,0.00%,34,0
어수룩,XR,42,0.00%,28,0,0,0.00%,0,0,42,0.00%,28,0
황폐,XR,42,0.00%,19,0,0,0.00%,0,0,42,0.00%,19,0
유순,XR,42,0.00%,32,0,0,0.00%,0,0,42,0.00%,32,0
특출,XR,41,0.00%,28,0,1,0.00%,1,0,42,0.00%,29,0
지당,XR,42,0.00%,34,0,0,0.00%,0,0,42,0.00%,34,0
통렬,XR,42,0.00%,29,0,0,0.00%,0,0,42,0.00%,29,0
고리타분,XR,38,0.00%,28,0,3,0.00%,3,0,41,0.00%,31,0
우직,XR,41,0.00%,33,0,0,0.00%,0,0,41,0.00%,33,0
섹시,XR,34,0.00%,5,0,7,0.00%,2,0,41,0.00%,7,0
견실,XR,41,0.00%,29,0,0,0.00%,0,0,41,0.00%,29,0
미세,XR,36,0.00%,15,0,5,0.00%,4,0,41,0.00%,19,0
강대,XR,41,0.00%,33,0,0,0.00%,0,0,41,0.00%,33,0
무정,XR,41,0.00%,33,0,0,0.00%,0,0,41,0.00%,33,0
황송,XR,40,0.00%,24,0,0,0.00%,0,0,40,0.00%,24,0
의아,XR,39,0.00%,20,0,1,0.00%,1,0,40,0.00%,21,0
중후,XR,39,0.00%,27,0,1,0.00%,1,0,40,0.00%,28,0
깜깜,XR,38,0.00%,16,0,2,0.00%,2,0,40,0.00%,18,0
비천,XR,40,0.00%,29,0,0,0.00%,0,0,40,0.00%,29,0
두둑,XR,40,0.00%,30,0,0,0.00%,0,0,40,0.00%,30,0
둔중,XR,40,0.00%,28,0,0,0.00%,0,0,40,0.00%,28,0
순전,XR,40,0.00%,25,0,0,0.00%,0,0,40,0.00%,25,0
희끄무레,XR,39,0.00%,27,0,0,0.00%,0,0,39,0.00%,27,0
구부정,XR,39,0.00%,24,0,0,0.00%,0,0,39,0.00%,24,0
무덤덤,XR,39,0.00%,32,0,0,0.00%,0,0,39,0.00%,32,0
가지런,XR,39,0.00%,27,0,0,0.00%,0,0,39,0.00%,27,0
장구,XR,39,0.00%,31,0,0,0.00%,0,0,39,0.00%,31,0
적적,XR,39,0.00%,31,0,0,0.00%,0,0,39,0.00%,31,0
거나,XR,39,0.00%,27,0,0,0.00%,0,0,39,0.00%,27,0
유복,XR,39,0.00%,32,0,0,0.00%,0,0,39,0.00%,32,0
은근,XR,39,0.00%,19,0,0,0.00%,0,0,39,0.00%,19,0
불미,XR,39,0.00%,34,0,0,0.00%,0,0,39,0.00%,34,0
