형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
어럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
듯하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
따숩,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
뚜껍,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
막되,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
만나,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
머얼,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
무하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
빨르,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
뻔히,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
건하,VA,2,0.00%,2,1,0,0.00%,0,0,2,0.00%,2,1
걸지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
고푸,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
과허,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
구프,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
꼬지,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
나뿌,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
나섭,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
노하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
다랍,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
더리,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
그,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
남,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
둏,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
밭,VA,2,0.00%,2,2,0,0.00%,0,0,2,0.00%,2,2
살,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
얇디얇,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
얌전하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
얍삽하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
어슬프,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
엥간하,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
여여하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
여의ㅎ,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
연푸르,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
바자위,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
번거럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
별미쩍,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
별쭝나,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
부우옇,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
불서럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
뽓뽓하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
새말갛,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
새청맞,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
새캄하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
새퉁맞,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
섬닷하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
섬뜻하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
속상허,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
솔찬허,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
눈꼴시,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
다디달,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
다라지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
다함없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
달큰하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
대간허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
뎅그랗,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
듣그럽,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
또라지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
똘똘하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
뜨근하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
맛깔지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
맵디맵,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
머얼겋,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
머엉하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
무뚝하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
무지하,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
검누르,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
경황없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
골독하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
곰살갑,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
곰살맞,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
공굴차,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
괴퍅하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
구배지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
구차하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
그러잖,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
그리웁,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
기탄없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
깔끄럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
꼴같잖,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
꼼짝없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
끄덕없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
천허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
철겹,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
쾌하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
쾡하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
티껍,VA,1,0.00%,1,0,1,0.00%,1,0,2,0.00%,2,0
하많,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
햐얗,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
헐벗,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
이지랑스럽,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
자발머리없,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
얼토당토안하,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
뚱딴지같,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
머르레하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
몰강스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
불그레하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
사작바르,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
살천스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
소스라치,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
야물딱지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
어떠어떻,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
여차직하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
예쁘장하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
정갈스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
찌뿌둥하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
투박스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
흐무러지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
게을러빠지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
껄렁껄렁하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
맹숭맹숭하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
믿음직스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
사근사근하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
시시껍절하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
아리까리하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
어둑시근하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
어둑어둑하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
켸켸묵,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
쿰쿰하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
크단하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
푸닥지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
허이옇,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
헤설프,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
가로막히,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
가팔막지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
개감스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
고약스럽,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
글박스럽,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
남부럽잖,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
다수굿하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
단작스럽,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
되지못하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
옛스럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
우리하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
이윽하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
잘다랗,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
정겨웁,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
조고맣,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
조그많,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
종요롭,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
주의깊,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
중뿔나,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
징글맞,VA,1,0.00%,1,0,1,0.00%,1,0,2,0.00%,2,0
짭사하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
철통같,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
수긋하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
시끌맞,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
시뿌옇,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
시푸르,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
신통찮,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
실낱같,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
싫긋하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
애처럽,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
약빠르,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
갓,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
갖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
걷,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
괄,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
궃,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
글,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
끊,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
끌,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
낄,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
낳,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
냅,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
넒,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
놀,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
놉,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
놓,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늘,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
닮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
듣,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
마,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
만,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
머,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
묶,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
믿,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
벌,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
붙,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
새,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
솔,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
썩,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
안,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
웃,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
읽,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
잇,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
자,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
조,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
족,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
존,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
죠,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
줄,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
집,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짤,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쩔,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찾,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
패,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
ㅣㅆ,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
가닐,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가맣,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
값없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
같들,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개않,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
객없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거깄,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
겉약,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
겨웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고롭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
고파,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
곤허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
괘않,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
괜챦,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
괜허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구지,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
굼닐,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
궁굴,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
귀찬,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그라,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그럿,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그렁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그릉,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
글르,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
급혀,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
기닿,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
기프,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
길차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
길허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
깐지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
깨닫,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꺽세,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꼬숩,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꾸미,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
꾸지,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
꿈뜨,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
나같,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
나누,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
날쌉,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
날쎄,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
낮익,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
내놓,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
노르,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
놀라,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
농하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
높낮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
높지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뇌랗,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뇌렇,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누릏,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
누리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다숩,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
당당,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
당찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
따르,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
때맞,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
똑겉,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜨습,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜻깊,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
마뜩,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
망하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
매렵,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
매웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
먈갛,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
머흘,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
멋없,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
메지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몬나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
몹쓰,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
묘허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무데,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무시,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무십,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물르,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
물리,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
뭇나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미치,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
민하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
바뿌,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
바트,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
박허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
반감,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
밸라,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
벌게,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
변하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
부여,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부풀,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빡시,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
빼나,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뻑세,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
뻔허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뽈갛,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뿌하,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
삐뚫,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
상하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
새차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
설웁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쇳되,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
수집,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
숫지,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
숫하,VA,1,0.00%,1,1,0,0.00%,0,0,1,0.00%,1,1
스리,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시들,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시럽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
실푸,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
심들,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
싸납,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌔하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아파,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
안차,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
앙하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
애잖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
앳띠,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
약허,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어떠,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어렙,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어마,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어쭙,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
억시,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
언찮,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얼들,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얼띠,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
없다,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
없잖,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엇떻,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
에굽,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
에렵,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
여뿌,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
역겁,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엷붉,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엿같,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
영하,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
예뿌,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
예삐,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우섭,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
워뗳,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
으딨,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
으뜨,VA,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이릏,VA,0,0.00%,0,0,1,0.00%,1,0,1,0.00%,1,0
